customer_id,total_revenue,order_count,avg_order_value,total_quantity,avg_shipping_days
151,1199.9400329999999,4,299.98500824999996,4,2.0
154,2379.7200584,10,237.97200584,26,4.0
161,379.980011,3,126.66000366666667,3,6.0
165,729.9700164999999,3,243.3233388333333,6,3.0
172,1249.9100189,5,249.98200378,12,6.0
175,1269.9200286999999,5,253.98400574,15,2.0
176,1319.73000326,7,188.53285760857145,23,5.428571428571429
187,1249.9100342,5,249.98200684,12,2.0
188,299.980011,1,299.980011,1,2.0
191,759.9400177,5,151.98800354,11,2.0
204,79.98000336,1,79.98000336,2,4.0
206,119.97999954,2,59.98999977,2,2.5
212,729.95001604,4,182.48750401,8,4.0
213,889.83000182,5,177.966000364,14,4.4
215,343.9600067,2,171.98000335,4,6.0
221,609.94000624,4,152.48500156,10,2.75
222,749.95001986,4,187.487504965,4,4.0
224,369.97000126,3,123.32333375333333,6,2.0
226,179.97000504,2,89.98500252,3,2.0
229,499.91999058,2,249.95999529,6,3.0
231,1079.94002536,5,215.988005072,9,2.0
233,1689.9000245,7,241.4142892142857,13,2.4285714285714284
239,1209.87003328,9,134.43000369777778,12,4.666666666666667
242,399.9500122,2,199.9750061,7,5.0
248,239.9500046,2,119.9750023,5,5.0
249,949.9200134,4,237.48000335,10,4.0
252,854.96001627,5,170.992003254,11,2.0
254,459.93000789999996,3,153.3100026333333,7,5.0
256,324.97000122,4,81.242500305,8,2.5
258,1869.80006028,8,233.725007535,23,4.375
261,349.9499969,2,174.97499845,8,6.0
262,179.97000508,2,89.98500254,3,2.0
264,629.91001508,4,157.47750377,12,5.0
265,129.9900055,1,129.9900055,1,5.0
271,1059.8700256,5,211.97400512,9,3.0
273,839.89002228,4,209.97250557,8,3.0
274,479.95000458,3,159.98333485999999,8,4.0
285,369.91000366000003,3,123.30333455333334,6,2.0
289,629.9000206000001,4,157.47500515000002,9,4.0
291,1399.9200286999999,4,349.98000717499997,5,5.0
299,839.91002276,4,209.97750569,5,5.0
300,193.97000504,2,96.98500252,3,2.0
304,479.9600067,3,159.9866689,5,2.0
308,479.95001222,3,159.98333740666666,4,3.0
317,1559.88004688,5,311.976009376,9,5.0
324,1239.8700409,6,206.64500681666667,12,2.0
327,709.86000826,5,141.972001652,10,3.0
329,705.91001892,5,141.182003784,13,3.0
331,549.92000962,4,137.480002405,5,4.0
336,659.93001174,5,131.986002348,11,5.0
340,129.9900055,1,129.9900055,1,6.0
343,439.9600067,2,219.98000335,8,2.0
345,549.9500122,2,274.9750061,10,2.0
353,1099.89000708,4,274.97250177,8,2.25
355,379.9900055,2,189.99500275,6,2.0
356,159.95000076,2,79.97500038,3,5.0
364,709.9000205799999,4,177.47500514499998,6,2.0
365,1119.88002394,5,223.976004788,10,4.0
369,599.97001268,5,119.994002536,10,5.0
373,2149.81003184,11,195.4372756218182,23,3.6363636363636362
379,799.8800049,4,199.970001225,10,2.0
388,2584.68007847,11,234.97091622454545,22,5.181818181818182
389,129.9900055,1,129.9900055,1,3.0
391,300.0,2,150.0,6,6.0
392,779.9300270399999,4,194.98250675999998,4,3.0
394,1059.72998818,5,211.945997636,18,5.0
396,1649.68002318,8,206.2100028975,22,4.375
397,1304.86003115,8,163.10750389375,16,2.625
411,399.9599915,1,399.9599915,4,5.0
421,407.8800049,2,203.94000245,8,5.0
424,449.980011,2,224.9900055,2,2.0
431,179.98000336,3,59.99333445333334,4,5.0
435,839.9200287599999,5,167.98400575199997,7,2.0
436,1099.8700256,5,219.97400512,14,5.0
438,1089.86003498,5,217.97200699599998,14,2.0
440,764.90001867,4,191.2250046675,6,2.0
442,979.86001587,6,163.310002645,13,2.0
445,2154.8800507,9,239.43111674444447,16,2.5555555555555554
453,954.890007,8,119.361250875,15,2.375
457,929.88002016,5,185.976004032,7,2.0
460,459.94999318,2,229.97499659,5,2.0
467,1073.90002824,6,178.98333804,9,6.0
470,49.97999954,1,49.97999954,2,5.0
474,499.9700165,2,249.98500825,2,3.0
478,1004.8300171,5,200.96600342,12,6.0
481,707.89001462,4,176.972503655,10,2.0
483,569.93000408,4,142.48250102,7,3.0
488,99.95999908,1,99.95999908,2,3.0
489,99.98999786,1,99.98999786,1,2.0
499,2257.62003324,13,173.66307948,36,2.3846153846153846
502,509.96001436,4,127.49000359,6,5.0
505,609.9400024,4,152.4850006,11,2.0
507,849.9300232,3,283.31000773333335,7,3.3333333333333335
508,719.8800126,3,239.9600042,7,2.0
512,689.97001268,4,172.49250317,7,2.0
514,1224.8600311,5,244.97200622,13,3.0
515,2029.78003887,10,202.978003887,23,3.2
517,739.96001818,4,184.990004545,5,4.0
523,399.980011,1,399.980011,1,3.0
524,1719.88002778,9,191.09778086444445,22,3.111111111111111
529,744.96000288,5,148.992000576,13,0.0
532,150.0,1,150.0,3,6.0
534,1109.91000744,5,221.982001488,17,5.0
535,1279.8800354999998,5,255.97600709999998,10,4.4
539,619.9200134,4,154.98000335,11,2.5
545,429.9600067,2,214.98000335,4,3.0
549,899.960022,3,299.986674,6,6.0
550,399.980011,2,199.9900055,2,6.0
552,2274.7500611,12,189.56250509166668,26,2.9166666666666665
553,1789.87003718,7,255.69571959714287,10,4.571428571428571
557,769.96001818,4,192.490004545,7,3.0
558,399.980011,1,399.980011,1,6.0
563,589.92001726,4,147.480004315,5,6.0
565,724.95000458,5,144.990000916,12,2.0
567,399.980011,1,399.980011,1,6.0
569,579.86000818,4,144.965002045,12,6.0
572,889.85001758,4,222.462504395,8,6.0
578,1354.80002972,8,169.350003715,18,3.5
585,569.8700104,3,189.95667013333332,9,1.0
589,1129.8200225,6,188.30333708333333,12,3.6666666666666665
590,379.9700012,2,189.9850006,7,4.0
596,379.93000794,3,126.64333598,5,2.0
602,1399.9300385,5,279.98600769999996,6,6.0
603,1769.65003588,8,221.206254485,21,4.25
605,399.980011,1,399.980011,1,4.0
606,289.94000626,3,96.64666875333334,4,5.666666666666667
608,1682.8200454799999,9,186.98000505333331,14,4.111111111111111
610,1169.8300171,5,233.96600342000002,14,3.2
616,1199.9500275,4,299.987506875,7,5.0
618,239.9600067,1,239.9600067,4,2.0
626,699.8800049,3,233.29333496666666,7,2.0
627,1569.84003828,8,196.230004785,12,3.0
629,629.9200134,3,209.9733378,7,6.0
636,1169.9200286999999,5,233.98400574,9,2.0
640,1284.8500251599999,6,214.14167085999998,11,5.333333333333333
646,619.8700104,3,206.62333679999998,8,5.0
652,254.9400024,2,127.4700012,6,4.0
664,1219.89003378,7,174.2700048257143,10,5.428571428571429
669,369.8699951,2,184.93499755,8,5.0
671,729.9100036,4,182.4775009,9,2.0
674,279.95000838,2,139.97500419,5,5.0
675,329.980011,2,164.9900055,2,2.0
677,214.98000718,3,71.66000239333333,3,5.0
680,1714.83004575,9,190.53667174999998,16,3.7777777777777777
684,329.93000789999996,3,109.97666929999998,5,2.0
686,349.93000789999996,2,174.96500394999998,4,3.0
687,299.9799957,2,149.98999785,4,6.0
688,1869.6900177,8,233.7112522125,27,5.0
694,529.9900055,3,176.66333516666668,9,4.666666666666667
695,424.83000563999997,3,141.61000188,8,2.0
697,509.94001006,3,169.98000335333333,6,6.0
699,399.980011,1,399.980011,1,4.0
703,679.9700164999999,3,226.65667216666665,5,4.333333333333333
705,569.8600006199999,5,113.97200012399999,10,4.8
706,1004.91002465,6,167.48500410833333,8,4.833333333333333
708,1009.83003232,5,201.966006464,13,3.0
713,49.97999954,1,49.97999954,1,2.0
717,1039.980011,5,207.99600220000002,14,2.0
719,1999.88004308,8,249.985005385,13,3.125
726,299.9500122,1,299.9500122,5,2.0
728,1519.8300323,7,217.11857604285714,20,2.0
731,2360.70002356,17,138.8647072682353,33,3.411764705882353
736,519.93001556,4,129.98250389,7,6.0
739,639.9400177,2,319.97000885,5,4.0
741,199.9499969,1,199.9499969,5,2.0
742,299.980011,1,299.980011,1,2.0
746,95.98000336,1,95.98000336,2,4.0
748,129.9900055,1,129.9900055,1,6.0
750,514.90000915,4,128.7250022875,13,2.0
751,99.95999908,1,99.95999908,2,5.0
761,529.87000276,3,176.62333425333335,8,4.0
766,1017.8299942799999,5,203.565998856,17,2.0
768,429.9600067,2,214.98000335,4,3.0
771,789.74999628,6,131.62499938,16,4.5
775,799.960022,3,266.6533406666667,4,2.0
777,599.9300232,2,299.9650116,6,2.0
779,859.8700103,4,214.967502575,12,5.0
782,619.95002368,4,154.98750592,4,3.0
784,764.91001508,5,152.982003016,11,5.2
787,2019.7500381999998,10,201.97500381999998,21,4.0
789,129.9900055,1,129.9900055,1,5.0
799,579.9500122,2,289.9750061,4,2.0
801,939.95002368,4,234.98750592,7,6.0
805,1049.78001022,7,149.9685728885714,14,2.7142857142857144
807,1029.9000244,4,257.4750061,8,6.0
810,959.87002188,4,239.96750547,7,6.0
816,209.97000886,2,104.98500443,3,6.0
818,453.95001221999996,2,226.97500610999998,4,6.0
822,527.9400101,2,263.97000505,5,2.0
824,629.960022,3,209.986674,3,2.0
827,1449.86003118,8,181.2325038975,16,3.875
829,634.8700103,4,158.717502575,10,3.0
831,2729.70005412,13,209.97692724,32,2.0
833,1569.7500305,7,224.25000435714287,18,3.2857142857142856
836,824.84000396,5,164.968000792,12,5.0
838,589.96001818,3,196.65333939333334,3,5.0
840,2699.71007918,12,224.97583993166666,23,4.416666666666667
841,819.84001918,5,163.968003836,11,1.2
842,579.9200134,5,115.98400268,7,5.0
847,809.93002704,5,161.986005408,5,4.0
848,259.95000456,2,129.97500228,5,3.0
850,499.9500122,1,499.9500122,5,0.0
856,949.8699952,4,237.4674988,12,1.0
859,1079.9400329999999,5,215.98800659999998,7,5.0
860,100.0,1,100.0,2,6.0
864,399.8999939,2,199.94999695,6,2.0
871,1679.88002404,7,239.98286057714287,13,6.0
874,279.95999906000003,2,139.97999953000001,4,6.0
876,1234.73001092,8,154.341251365,20,4.5
880,1119.8900376,4,279.9725094,9,4.0
881,659.8900146,4,164.97250365,8,6.0
888,559.96001054,3,186.65333684666666,3,5.666666666666667
889,699.93001174,4,174.982502935,7,2.0
891,209.97000886,2,104.98500443,3,3.0
892,699.960022,2,349.980011,2,2.0
893,725.83000182,4,181.457500455,12,3.0
897,99.98999786,1,99.98999786,1,2.0
905,254.9500046,2,127.4750023,5,4.0
907,1084.90001867,5,216.980003734,14,5.0
910,1109.9300232,5,221.98600464,13,0.0
912,849.90999988,5,169.981999976,13,5.0
914,1199.9300385,4,299.982509625,4,2.5
915,499.9700165,2,249.98500825,2,4.0
917,2409.75006484,10,240.975006484,20,4.5
920,2039.8900566799998,8,254.98625708499998,10,2.0
922,843.94002154,4,210.985005385,6,4.0
923,839.9300155999999,4,209.98250389999998,10,2.0
928,1199.8600311999999,5,239.97200623999998,8,2.0
929,1599.7900391,8,199.9737548875,18,3.125
935,259.980011,2,129.9900055,2,4.0
936,399.980011,1,399.980011,1,2.0
938,1399.9300385,4,349.982509625,4,3.0
940,1507.8400192,8,188.4800024,21,4.625
941,629.9600067,4,157.490001675,8,5.0
945,1029.9200286999999,3,343.3066762333333,7,4.0
946,809.8600159,4,202.465003975,8,2.0
948,1719.8100586,7,245.68715122857142,22,1.4285714285714286
950,999.8100243399999,6,166.63500405666665,14,4.333333333333333
952,589.9300174699999,4,147.48250436749998,7,3.0
954,909.8900146,5,181.97800292,11,4.0
956,519.8099975,3,173.26999916666668,11,2.0
960,293.93000792,2,146.96500396,7,5.0
962,411.91001129999995,3,137.3033371,8,6.0
963,619.9600067,3,206.65333556666667,8,4.0
971,319.9199981,2,159.95999905,8,5.0
973,1049.9200286999999,4,262.48000717499997,10,2.0
974,250.0,1,250.0,5,3.0
979,761.92000204,4,190.48000051,8,2.0
984,869.94002918,4,217.485007295,4,3.0
988,599.980011,2,299.9900055,5,4.0
990,129.9900055,1,129.9900055,1,3.0
1000,499.9700165,2,249.98500825,2,4.0
1003,469.91001128,3,156.63667042666665,7,6.0
1008,799.9000206,7,114.27143151428571,10,4.857142857142857
1012,1859.6900329999999,9,206.63222588888888,19,3.111111111111111
1014,1759.75005336,8,219.96875667,20,4.0
1015,499.9400177,2,249.97000885,6,2.0
1017,524.9300079,2,262.46500395,6,2.0
1018,1439.85002132,7,205.69286018857142,18,4.857142857142857
1020,599.9500199,4,149.987504975,5,4.0
1022,229.97000504,2,114.98500252,3,6.0
1024,559.9400138799999,3,186.6466712933333,10,4.666666666666667
1030,679.8700103,3,226.62333676666665,13,3.0
1033,929.8100128,4,232.4525032,10,2.0
1036,699.960022,2,349.980011,2,2.0
1041,929.89002228,5,185.978004456,8,0.0
1049,1339.8700409,5,267.97400818,12,2.0
1050,719.8800201,4,179.970005025,9,2.5
1054,1029.9100342,5,205.98200684,8,4.0
1055,924.9700164999999,3,308.3233388333333,7,2.0
1059,529.93001558,3,176.64333852666667,6,2.0
1067,1129.81002048,6,188.30167008,13,3.5
1069,549.9200134,2,274.9600067,4,6.0
1072,1029.9400329999999,4,257.48500824999996,4,5.0
1078,150.0,1,150.0,3,3.0
1079,199.9799957,1,199.9799957,2,2.0
1083,1089.9200286999999,5,217.98400574,8,2.0
1087,449.85999298,3,149.95333099333334,9,4.0
1091,849.980011,4,212.49500275,11,6.0
1093,939.8500366000001,5,187.97000732,16,2.0
1097,439.9500046,3,146.65000153333332,7,0.0
1105,249.9600067,2,124.98000335,4,6.0
1107,689.9300232,4,172.4825058,8,3.0
1109,319.94001006,2,159.97000503,6,5.0
1112,249.8999939,1,249.8999939,5,4.0
1114,1249.8200417,9,138.86889352222224,21,2.888888888888889
1116,829.90000538,4,207.475001345,10,5.0
1118,539.91001128,3,179.97000376000003,7,3.0
1119,729.9400025,3,243.31333416666666,6,2.0
1129,739.95002368,3,246.6500078933333,3,4.0
1131,719.9200287,4,179.980007175,7,3.0
1138,449.88999939999997,2,224.94499969999998,6,5.0
1141,549.980011,2,274.9900055,6,5.0
1144,919.9300232,4,229.9825058,11,6.0
1145,1179.8900376,5,235.97800751999998,10,5.2
1148,1199.8300171,4,299.957504275,16,5.25
1153,1581.8400574,7,225.97715105714286,15,2.0
1155,100.0,1,100.0,2,2.0
1159,629.960022,3,209.986674,3,2.0
1162,859.82000738,5,171.964001476,16,2.0
1164,1299.9100342,3,433.3033447333333,7,2.0
1168,260.0,2,130.0,8,4.0
1169,1829.86005406,7,261.40857915142857,11,2.857142857142857
1178,599.8799897,2,299.93999485,8,2.0
1180,149.9400024,1,149.9400024,3,6.0
1191,129.9900055,1,129.9900055,1,3.0
1192,529.9600143600001,3,176.65333812000003,3,2.0
1196,1764.59002117,9,196.0655579077778,27,5.555555555555555
1197,599.960022,2,299.980011,2,3.0
1202,624.88000488,5,124.976000976,13,2.8
1204,319.9700089,2,159.98500445,3,2.0
1207,74.96999931,2,37.484999655,2,4.0
1209,559.9300155999999,3,186.64333853333332,7,3.0
1211,129.9900055,1,129.9900055,1,6.0
1213,899.9100341999999,3,299.9700114,7,3.0
1215,789.9500275,4,197.487506875,4,4.0
1219,2689.61001968,14,192.11500140571428,42,3.0714285714285716
1220,49.97999954,1,49.97999954,1,4.0
1221,439.94999318,2,219.97499659,5,3.0
1236,249.9600067,2,124.98000335,4,3.0
1250,369.98000336,3,123.32666778666668,7,4.666666666666667
1255,419.96000676,3,139.98666892,4,2.0
1263,1609.8700409,7,229.98143441428573,10,4.142857142857143
1265,2399.61003504,9,266.6233372266667,23,3.0
1274,849.9700164999999,3,283.3233388333333,7,1.0
1276,199.9900055,1,199.9900055,1,3.0
1278,1999.8600617,6,333.3100102833333,10,2.6666666666666665
1280,839.87000658,4,209.967501645,8,2.0
1281,719.9400177,3,239.9800059,5,4.0
1284,514.93000408,5,102.986000816,10,5.0
1289,689.90001678,5,137.980003356,12,5.0
1291,1574.79004101,9,174.97667122333334,17,4.0
1295,1339.64001082,8,167.4550013525,22,2.625
1298,759.90000538,3,253.30000179333334,10,5.0
1301,429.9100037,3,143.30333456666668,7,5.0
1307,929.89001846,6,154.98166974333333,13,3.0
1309,1893.78005224,9,210.42000580444446,14,2.4444444444444446
1313,429.93000412000004,4,107.48250103000001,7,4.0
1320,741.9500122,4,185.48750305,12,3.0
1321,459.93000408,3,153.31000136,7,5.666666666666667
1322,1269.8200073,5,253.96400146000002,16,3.0
1329,443.92000578,3,147.97333526,8,6.0
1331,1559.87004478,7,222.83857782571428,10,2.0
1332,1129.74999246,5,225.949998492,16,5.0
1335,649.8800049,2,324.94000245,6,4.0
1336,599.9700164999999,2,299.98500824999996,2,6.0
1342,1689.8000336999999,6,281.63333895,12,4.666666666666667
1345,829.9200134,4,207.48000335,11,2.0
1348,629.9700164999999,4,157.49250412499998,4,2.0
1352,799.9000092,5,159.98000184,9,2.0
1365,999.9100341999999,3,333.3033447333333,7,4.666666666666667
1368,1309.88003542,8,163.7350044275,10,1.375
1372,179.96000288,2,89.98000144,4,2.5
1374,777.84001158,4,194.460002895,10,2.0
1380,2139.6600533,12,178.30500444166668,28,5.166666666666667
1385,329.9900055,2,164.99500275,5,4.0
1386,489.9400177,3,163.31333923333332,6,6.0
1392,729.8900146,3,243.29667153333332,7,5.0
1395,299.980011,1,299.980011,1,4.0
1402,1045.94001006,5,209.18800201200003,12,4.0
1403,1859.69003306,9,206.63222589555554,19,1.8888888888888888
1407,599.9600067,2,299.98000335,3,2.0
1408,669.9500122,3,223.31667073333332,7,2.0
1410,100.0,1,100.0,2,5.0
1414,879.9700164999999,4,219.99250412499998,9,3.0
1416,649.9500122,2,324.9750061,8,5.0
1419,484.88000486,6,80.81333414333334,12,2.0
1420,299.9500122,1,299.9500122,5,6.0
1424,709.960022,4,177.4900055,6,3.5
1426,869.9100189000001,4,217.47750472500002,10,5.0
1427,729.960022,3,243.32000733333334,3,6.0
1436,999.9200134,5,199.98400268,14,5.0
1438,594.93001938,4,148.732504845,6,5.0
1441,699.960022,2,349.980011,2,3.0
1443,1371.8500366600001,9,152.42778185111112,16,4.222222222222222
1445,1343.9100151,9,149.3233350111111,26,5.444444444444445
1446,499.88999939999997,3,166.62999979999998,7,2.0
1454,721.88001248,5,144.376002496,11,3.8
1456,827.90001678,5,165.580003356,12,5.0
1458,49.97999954,1,49.97999954,1,5.0
1460,543.94000624,3,181.31333541333333,5,0.0
1462,789.89002226,4,197.472505565,10,6.0
1463,263.97000504,2,131.98500252,3,2.0
1465,319.94001006,2,159.97000503,6,5.0
1466,399.980011,2,199.9900055,2,4.0
1471,59.99000168,1,59.99000168,1,2.0
1472,239.99000168,3,79.99666722666667,7,6.0
1474,549.92002106,4,137.480005265,8,5.0
1475,1664.76004225,9,184.97333802777777,22,4.111111111111111
1487,289.94000624,2,144.97000312,5,4.0
1489,789.9400177,3,263.31333923333335,8,2.0
1490,499.9600067,2,249.98000335,3,2.0
1492,919.8900032600001,6,153.31500054333335,11,2.5
1494,1389.9000283,9,154.43333647777777,14,2.5555555555555554
1498,649.9100113,4,162.477502825,11,3.0
1501,749.8599854,3,249.95332846666668,11,4.0
1503,1299.9200135,5,259.9840027,9,2.0
1505,374.9200058,3,124.97333526666667,6,4.0
1506,799.84000778,5,159.968001556,11,5.0
1509,724.85000986,6,120.80833497666667,13,4.333333333333333
1511,679.9500122,5,135.99000243999998,10,3.6
1515,379.93001556,2,189.96500778,7,6.0
1517,1869.82001498,8,233.7275018725,18,1.0
1519,2029.8800354999998,7,289.9828622142857,13,3.142857142857143
1521,749.93001174,3,249.97667058000002,6,2.0
1522,399.9100037,2,199.95500185,5,2.0
1523,699.95001604,4,174.98750401,6,6.0
1524,619.8700028000001,3,206.6233342666667,9,1.0
1526,879.92002106,5,175.984004212,10,2.0
1532,1109.8300171,6,184.97166951666668,19,2.3333333333333335
1536,269.9800034,2,134.9900017,7,2.0
1539,1089.9400329999999,6,181.65667216666665,7,2.0
1540,3554.7400837699997,14,253.9100059835714,27,3.642857142857143
1542,1149.88002399,5,229.976004798,9,5.0
1543,679.8700104,3,226.62333679999998,7,3.0
1545,1449.8699952,5,289.97399903999997,20,4.0
1547,479.9200058,3,159.97333526666668,12,4.0
1555,564.8500137,5,112.97000274,13,3.0
1556,679.9100227399999,4,169.97750568499998,8,6.0
1561,999.78999704,5,199.957999408,18,0.0
1564,559.9300155799999,4,139.98250389499998,5,3.0
1565,379.91001128,2,189.95500564,9,5.0
1567,1299.9300385,4,324.982509625,4,4.0
1572,599.9500122,2,299.9750061,4,2.0
1573,869.86001588,5,173.972003176,10,2.0
1574,1029.91002274,5,205.982004548,7,3.0
1578,819.9400254,4,204.98500635,5,5.0
1579,1089.86002732,7,155.69428961714286,12,2.2857142857142856
1583,1669.77000048,7,238.53857149714284,21,3.857142857142857
1584,824.9100113,6,137.48500188333333,14,5.666666666666667
1585,829.9500122,3,276.65000406666667,9,2.0
1587,769.9100074400001,4,192.47750186000002,11,4.0
1590,599.960022,2,299.980011,2,4.0
1592,249.8999939,1,249.8999939,5,5.0
1595,829.8700104,5,165.97400208,10,3.0
1597,369.9500122,2,184.9750061,5,4.0
1602,1659.86002734,8,207.4825034175,19,6.0
1605,2289.75004198,10,228.975004198,25,1.0
1618,199.9799957,1,199.9799957,2,4.0
1630,1199.9400329999999,4,299.98500824999996,5,5.0
1634,1339.8400268999999,6,223.30667114999997,16,3.3333333333333335
1636,2789.71006008,11,253.6100054618182,24,4.818181818181818
1641,959.92000586,5,191.98400117199998,11,4.0
1643,889.8400116,3,296.6133372,10,4.0
1645,499.980011,2,249.9900055,5,3.0
1646,1249.9200286999999,4,312.48000717499997,10,4.0
1650,959.9200135,4,239.980003375,7,2.0
1654,1079.8600273,6,179.97667121666666,10,3.0
1658,2859.8100891999998,11,259.98273538181815,16,3.909090909090909
1660,704.94001772,4,176.23500443,6,3.0
1664,1049.89999774,5,209.97999954799997,10,4.0
1674,1039.94002918,4,259.985007295,4,5.0
1675,529.89000314,4,132.472500785,7,2.0
1676,1569.76002128,7,224.2514316114286,15,2.2857142857142856
1680,1271.81001845,7,181.68714549285713,18,4.142857142857143
1685,629.8600159,3,209.95333863333335,10,4.0
1686,1477.79002764,9,164.19889196,20,1.5555555555555556
1693,299.9500122,1,299.9500122,5,2.0
1700,299.9500122,1,299.9500122,5,2.0
1702,1069.91002658,6,178.31833776333335,11,1.0
1703,819.92002872,5,163.984005744,5,5.0
1705,961.89000887,5,192.37800177399998,10,5.0
1707,399.980011,1,399.980011,1,3.0
1711,2729.66004568,12,227.47167047333335,38,3.8333333333333335
1712,629.88000675,5,125.97600135,10,6.0
1716,1829.8700562,7,261.41000802857144,14,2.0
1718,1165.97000886,7,166.56714412285714,18,2.0
1721,1909.8300476499999,7,272.83286395,16,3.0
1723,779.9300155799999,4,194.98250389499998,9,1.0
1727,349.93001174,2,174.96500587,6,3.0
1730,939.8400116,4,234.9600029,11,3.0
1731,459.9700165,3,153.32333883333334,3,0.0
1735,2169.7600403,10,216.97600403,21,1.5
1738,699.8600159,3,233.28667196666666,10,5.0
1741,349.93001174,2,174.96500587,7,4.0
1745,1039.8500366,5,207.97000732,15,2.0
1747,1199.9200135,3,399.97333783333335,6,4.0
1749,629.87000658,5,125.974001316,10,4.0
1750,699.960022,2,349.980011,2,3.0
1753,1719.72002036,8,214.965002545,21,1.375
1756,799.9400025,2,399.97000125,5,2.0
1761,2049.79005048,10,204.979005048,28,3.0
1763,509.9400101,3,169.98000336666666,9,6.0
1766,339.9600067,3,113.32000223333334,6,2.0
1771,719.9500122,3,239.98333739999998,8,3.0
1773,2089.79005814,10,208.979005814,17,3.3
1777,689.9600067,4,172.490001675,11,2.0
1779,199.9900055,1,199.9900055,1,2.0
1781,729.9300194,4,182.48250485,5,2.75
1782,409.96001054,4,102.490002635,5,5.0
1790,549.9599915,2,274.97999575,7,2.0
1792,644.8500061,4,161.212501525,11,4.0
1793,979.84000398,6,163.30666733,15,2.0
1795,1069.82003018,6,178.30333836333332,17,2.3333333333333335
1796,1999.8300629999999,9,222.20334033333333,16,2.4444444444444446
1797,1469.90003206,7,209.9857188657143,17,2.5714285714285716
1800,1149.8600158,5,229.97200315999999,14,5.0
1801,429.9700165,2,214.98500825,2,3.0
1804,1072.90003015,6,178.81667169166667,13,3.5
1812,1653.81003184,9,183.75667020444445,20,5.555555555555555
1814,129.9900055,1,129.9900055,1,4.0
1816,1209.89003374,5,241.978006748,9,3.0
1817,1099.9300232,4,274.9825058,14,2.0
1825,199.9900055,1,199.9900055,1,4.0
1827,1259.8700256,5,251.97400512,16,2.0
1828,1374.8500214,7,196.40714591428573,18,3.857142857142857
1831,891.9100113,4,222.977502825,12,4.5
1835,59.99000168,1,59.99000168,1,6.0
1836,1039.8400268,4,259.9600067,15,3.25
1841,679.9299927,3,226.6433309,9,6.0
1843,919.91000368,5,183.982000736,17,2.0
1845,399.92000194,3,133.30666731333335,8,2.0
1846,849.9400177,5,169.98800354,9,5.2
1849,979.8700104,6,163.3116684,11,1.5
1850,299.9700012,1,299.9700012,3,6.0
1860,50.0,1,50.0,1,4.0
1862,279.97000504,3,93.32333501333333,4,2.0
1864,1679.79003148,8,209.973753935,13,3.625
1865,949.94002727,4,237.4850068175,4,6.0
1868,1614.86002923,9,179.42889213666666,23,4.111111111111111
1869,199.9900055,1,199.9900055,1,5.0
1874,899.87001424,6,149.97833570666668,10,4.5
1876,879.9400177,5,175.98800354,15,2.0
1880,1019.9300232,5,203.98600464,12,4.0
1881,909.83001705,6,151.638336175,18,1.8333333333333333
1882,979.9500122,5,195.99000243999998,13,5.0
1884,499.87001039999996,3,166.62333679999998,8,1.0
1893,679.95001795,5,135.99000359,7,6.0
1899,881.84002877,6,146.97333812833332,12,3.6666666666666665
